filepath,line_number,start_index,end_index,name
tdd/iostubbing/test_write_user_details_mock.py,12,13,28,expectAndReturn
tdd/iostubbing/test_write_user_details_mock.py,12,29,43,mock_raw_input
tdd/iostubbing/test_write_user_details_mock.py,13,8,12,self
tdd/iostubbing/test_write_user_details_mock.py,13,13,28,expectAndReturn
tdd/iostubbing/test_write_user_details_mock.py,13,29,43,mock_raw_input
tdd/iostubbing/test_write_user_details_mock.py,16,8,29,mock_opener_interface
tdd/iostubbing/test_write_user_details_mock.py,16,32,36,self
tdd/iostubbing/test_write_user_details_mock.py,16,37,41,mock
tdd/iostubbing/test_write_user_details_mock.py,17,8,17,mock_file
tdd/iostubbing/test_write_user_details_mock.py,17,20,24,self
tdd/iostubbing/test_write_user_details_mock.py,17,25,29,mock
tdd/iostubbing/test_write_user_details_mock.py,18,8,12,self
tdd/iostubbing/test_write_user_details_mock.py,18,13,28,expectAndReturn
tdd/iostubbing/test_write_user_details_mock.py,18,29,50,mock_opener_interface
tdd/iostubbing/test_write_user_details_mock.py,18,51,55,open
tdd/iostubbing/test_write_user_details_mock.py,18,73,82,mock_file
tdd/iostubbing/test_write_user_details_mock.py,19,8,17,mock_file
tdd/iostubbing/test_write_user_details_mock.py,19,18,23,write
tdd/iostubbing/test_write_user_details_mock.py,20,8,17,mock_file
tdd/iostubbing/test_write_user_details_mock.py,20,18,23,write
tdd/iostubbing/test_write_user_details_mock.py,21,8,17,mock_file
tdd/iostubbing/test_write_user_details_mock.py,21,18,23,write
tdd/iostubbing/test_write_user_details_mock.py,22,8,17,mock_file
tdd/iostubbing/test_write_user_details_mock.py,22,18,23,close
tdd/iostubbing/test_write_user_details_mock.py,25,8,12,self
tdd/iostubbing/test_write_user_details_mock.py,25,13,19,replay
tdd/iostubbing/test_write_user_details_mock.py,28,8,29,write_user_details_di
tdd/iostubbing/test_write_user_details_mock.py,28,30,46,accept_and_write
tdd/iostubbing/test_write_user_details_mock.py,28,47,53,iproxy
tdd/iostubbing/test_write_user_details_mock.py,28,54,72,raw_input_provider
tdd/iostubbing/test_write_user_details_mock.py,28,73,82,raw_input
tdd/iostubbing/test_write_user_details_mock.py,28,84,90,opener
tdd/iostubbing/test_write_user_details_mock.py,28,91,112,mock_opener_interface
tdd/iostubbing/test_write_user_details_mock.py,28,113,117,open
tdd/iostubbing/test_write_user_details_mock.py,31,8,12,self
tdd/iostubbing/test_write_user_details_mock.py,31,13,19,verify
tdd/iostubbing/test_write_user_details_mock.py,34,3,11,__name__
tdd/iostubbing/test_write_user_details_mock.py,35,4,12,unittest
tdd/iostubbing/test_write_user_details_mock.py,35,13,17,main
tdd/iostubbing/write_user_details.py,5,4,20,accept_and_write
tdd/iostubbing/write_user_details.py,6,4,8,name
tdd/iostubbing/write_user_details.py,6,11,20,raw_input
tdd/iostubbing/write_user_details.py,7,4,7,age
tdd/iostubbing/write_user_details.py,7,10,19,raw_input
tdd/iostubbing/write_user_details.py,8,4,8,city
tdd/iostubbing/write_user_details.py,8,11,20,raw_input
tdd/iostubbing/write_user_details.py,10,4,6,fp
tdd/iostubbing/write_user_details.py,10,9,13,open
tdd/iostubbing/write_user_details.py,10,14,18,name
tdd/iostubbing/write_user_details.py,11,4,6,fp
tdd/iostubbing/write_user_details.py,11,7,12,write
tdd/iostubbing/write_user_details.py,11,29,33,name
tdd/iostubbing/write_user_details.py,12,4,6,fp
tdd/iostubbing/write_user_details.py,12,7,12,write
tdd/iostubbing/write_user_details.py,12,28,31,age
tdd/iostubbing/write_user_details.py,13,4,6,fp
tdd/iostubbing/write_user_details.py,13,7,12,write
tdd/iostubbing/write_user_details.py,13,29,33,city
tdd/iostubbing/write_user_details.py,14,4,6,fp
tdd/iostubbing/write_user_details.py,14,7,12,close
tdd/iostubbing/write_user_details.py,16,3,11,__name__
tdd/iostubbing/write_user_details.py,17,4,20,accept_and_write
tdd/iostubbing/write_user_details_di.py,5,6,16,InputProxy
tdd/iostubbing/write_user_details_di.py,6,8,17,raw_input
tdd/iostubbing/write_user_details_di.py,6,18,22,self
tdd/iostubbing/write_user_details_di.py,6,24,27,msg
tdd/iostubbing/write_user_details_di.py,7,15,24,raw_input
tdd/iostubbing/write_user_details_di.py,7,25,28,msg
tdd/iostubbing/write_user_details_di.py,10,4,20,accept_and_write
tdd/iostubbing/write_user_details_di.py,10,21,27,iproxy
tdd/iostubbing/write_user_details_di.py,10,28,37,raw_input
tdd/iostubbing/write_user_details_di.py,10,39,45,opener
tdd/iostubbing/write_user_details_di.py,10,46,50,open
tdd/iostubbing/write_user_details_di.py,11,4,8,name
tdd/iostubbing/write_user_details_di.py,11,11,17,iproxy
tdd/iostubbing/write_user_details_di.py,12,4,7,age
tdd/iostubbing/write_user_details_di.py,12,10,16,iproxy
tdd/iostubbing/write_user_details_di.py,13,4,8,city
tdd/iostubbing/write_user_details_di.py,13,11,17,iproxy
tdd/iostubbing/write_user_details_di.py,15,4,6,fp
tdd/iostubbing/write_user_details_di.py,15,9,15,opener
tdd/iostubbing/write_user_details_di.py,15,16,20,name
tdd/iostubbing/write_user_details_di.py,16,4,6,fp
tdd/iostubbing/write_user_details_di.py,16,7,12,write
tdd/iostubbing/write_user_details_di.py,16,29,33,name
tdd/iostubbing/write_user_details_di.py,17,4,6,fp
tdd/iostubbing/write_user_details_di.py,17,7,12,write
tdd/iostubbing/write_user_details_di.py,17,28,31,age
tdd/iostubbing/write_user_details_di.py,18,4,6,fp
tdd/iostubbing/write_user_details_di.py,18,7,12,write
tdd/iostubbing/write_user_details_di.py,18,29,33,city
tdd/iostubbing/write_user_details_di.py,19,4,6,fp
tdd/iostubbing/write_user_details_di.py,19,7,12,close
tdd/transformations/MailerProg.py,0,7,9,os
tdd/transformations/MailerProg.py,1,7,9,re
tdd/transformations/MailerProg.py,12,4,16,get_all_msgs
tdd/transformations/MailerProg.py,13,4,8,msgs
tdd/transformations/MailerProg.py,14,4,18,msg_file_names
tdd/transformations/MailerProg.py,14,21,35,find_msg_files
tdd/transformations/MailerProg.py,15,8,21,msg_file_name
tdd/transformations/MailerProg.py,15,25,39,msg_file_names
tdd/transformations/MailerProg.py,16,8,12,msgs
tdd/transformations/MailerProg.py,16,13,19,append
tdd/transformations/MailerProg.py,16,20,34,parse_msg_file
tdd/transformations/MailerProg.py,16,35,48,msg_file_name
tdd/transformations/MailerProg.py,17,11,15,msgs
tdd/transformations/MailerProg.py,19,4,18,find_msg_files
tdd/transformations/MailerProg.py,19,19,20,d
tdd/transformations/MailerProg.py,20,12,13,f
tdd/transformations/MailerProg.py,20,18,19,f
tdd/transformations/MailerProg.py,20,23,25,os
tdd/transformations/MailerProg.py,20,26,33,listdir
tdd/transformations/MailerProg.py,20,34,35,d
tdd/transformations/MailerProg.py,20,40,41,f
tdd/transformations/MailerProg.py,20,42,50,endswith
tdd/transformations/MailerProg.py,22,4,18,parse_msg_file
tdd/transformations/MailerProg.py,22,19,24,fname
tdd/transformations/MailerProg.py,23,4,6,fp
tdd/transformations/MailerProg.py,23,9,13,open
tdd/transformations/MailerProg.py,23,14,19,fname
tdd/transformations/MailerProg.py,24,4,16,reading_body
tdd/transformations/MailerProg.py,25,4,9,ffrom
tdd/transformations/MailerProg.py,26,4,6,to
tdd/transformations/MailerProg.py,27,4,6,cc
tdd/transformations/MailerProg.py,28,4,10,tstamp
tdd/transformations/MailerProg.py,29,4,8,mime
tdd/transformations/MailerProg.py,30,4,8,body
tdd/transformations/MailerProg.py,31,8,12,line
tdd/transformations/MailerProg.py,31,16,18,fp
tdd/transformations/MailerProg.py,31,19,28,readlines
tdd/transformations/MailerProg.py,32,11,23,reading_body
tdd/transformations/MailerProg.py,33,12,16,body
tdd/transformations/MailerProg.py,33,20,24,line
tdd/transformations/MailerProg.py,35,15,19,line
tdd/transformations/MailerProg.py,35,20,30,startswith
tdd/transformations/MailerProg.py,36,16,18,to
tdd/transformations/MailerProg.py,36,21,25,line
tdd/transformations/MailerProg.py,36,26,29,len
tdd/transformations/MailerProg.py,37,16,18,to
tdd/transformations/MailerProg.py,37,21,43,__remove_newline_chars
tdd/transformations/MailerProg.py,37,44,46,to
tdd/transformations/MailerProg.py,38,17,21,line
tdd/transformations/MailerProg.py,38,22,32,startswith
tdd/transformations/MailerProg.py,39,16,21,ffrom
tdd/transformations/MailerProg.py,39,24,28,line
tdd/transformations/MailerProg.py,39,29,32,len
tdd/transformations/MailerProg.py,40,16,21,ffrom
tdd/transformations/MailerProg.py,40,24,46,__remove_newline_chars
tdd/transformations/MailerProg.py,40,47,52,ffrom
tdd/transformations/MailerProg.py,41,17,21,line
tdd/transformations/MailerProg.py,41,22,32,startswith
tdd/transformations/MailerProg.py,42,16,18,cc
tdd/transformations/MailerProg.py,42,21,25,line
tdd/transformations/MailerProg.py,42,26,29,len
tdd/transformations/MailerProg.py,43,16,18,cc
tdd/transformations/MailerProg.py,43,21,43,__remove_newline_chars
tdd/transformations/MailerProg.py,43,44,46,cc
tdd/transformations/MailerProg.py,44,17,21,line
tdd/transformations/MailerProg.py,44,22,32,startswith
tdd/transformations/MailerProg.py,45,16,22,tstamp
tdd/transformations/MailerProg.py,45,25,29,line
tdd/transformations/MailerProg.py,45,30,33,len
tdd/transformations/MailerProg.py,46,16,22,tstamp
tdd/transformations/MailerProg.py,46,25,47,__remove_newline_chars
tdd/transformations/MailerProg.py,46,48,54,tstamp
tdd/transformations/MailerProg.py,47,17,21,line
tdd/transformations/MailerProg.py,47,22,32,startswith
tdd/transformations/MailerProg.py,48,16,20,mime
tdd/transformations/MailerProg.py,48,23,27,line
tdd/transformations/MailerProg.py,48,28,31,len
tdd/transformations/MailerProg.py,49,16,20,mime
tdd/transformations/MailerProg.py,49,23,45,__remove_newline_chars
tdd/transformations/MailerProg.py,49,46,50,mime
tdd/transformations/MailerProg.py,50,17,21,line
tdd/transformations/MailerProg.py,50,22,32,startswith
tdd/transformations/MailerProg.py,51,16,28,reading_body
tdd/transformations/MailerProg.py,53,11,14,Msg
tdd/transformations/MailerProg.py,53,15,17,to
tdd/transformations/MailerProg.py,53,18,20,to
tdd/transformations/MailerProg.py,53,22,27,ffrom
tdd/transformations/MailerProg.py,53,28,33,ffrom
tdd/transformations/MailerProg.py,53,35,37,cc
tdd/transformations/MailerProg.py,53,38,40,cc
tdd/transformations/MailerProg.py,53,42,48,tstamp
tdd/transformations/MailerProg.py,53,49,55,tstamp
tdd/transformations/MailerProg.py,53,57,61,mime
tdd/transformations/MailerProg.py,53,62,66,mime
tdd/transformations/MailerProg.py,53,68,72,body
tdd/transformations/MailerProg.py,53,73,77,body
tdd/transformations/MailerProg.py,55,4,26,__remove_newline_chars
tdd/transformations/MailerProg.py,55,27,28,s
tdd/transformations/MailerProg.py,56,4,5,s
tdd/transformations/MailerProg.py,56,8,9,s
tdd/transformations/MailerProg.py,56,10,17,replace
tdd/transformations/MailerProg.py,57,4,5,s
tdd/transformations/MailerProg.py,57,8,9,s
tdd/transformations/MailerProg.py,57,10,17,replace
tdd/transformations/MailerProg.py,58,11,12,s
tdd/transformations/MailerProg.py,60,6,9,Msg
tdd/transformations/MailerProg.py,60,10,16,object
tdd/transformations/MailerProg.py,61,8,16,__init__
tdd/transformations/MailerProg.py,61,17,21,self
tdd/transformations/MailerProg.py,61,23,28,ffrom
tdd/transformations/MailerProg.py,61,33,35,to
tdd/transformations/MailerProg.py,61,40,42,cc
tdd/transformations/MailerProg.py,61,47,53,tstamp
tdd/transformations/MailerProg.py,61,58,62,mime
tdd/transformations/MailerProg.py,61,67,71,body
tdd/transformations/MailerProg.py,62,8,12,self
tdd/transformations/MailerProg.py,62,13,18,ffrom
tdd/transformations/MailerProg.py,62,21,26,ffrom
tdd/transformations/MailerProg.py,63,8,12,self
tdd/transformations/MailerProg.py,63,13,15,to
tdd/transformations/MailerProg.py,64,8,12,self
tdd/transformations/MailerProg.py,64,13,15,cc
tdd/transformations/MailerProg.py,65,8,12,self
tdd/transformations/MailerProg.py,65,13,19,tstamp
tdd/transformations/MailerProg.py,65,22,28,tstamp
tdd/transformations/MailerProg.py,66,8,12,self
tdd/transformations/MailerProg.py,66,13,17,mime
tdd/transformations/MailerProg.py,66,20,24,mime
tdd/transformations/MailerProg.py,67,8,12,self
tdd/transformations/MailerProg.py,67,13,17,body
tdd/transformations/MailerProg.py,67,20,24,body
tdd/transformations/MailerProg.py,68,8,12,self
tdd/transformations/MailerProg.py,68,13,15,to
tdd/transformations/MailerProg.py,68,18,20,re
tdd/transformations/MailerProg.py,68,21,26,split
tdd/transformations/MailerProg.py,68,35,37,to
tdd/transformations/MailerProg.py,69,17,21,self
tdd/transformations/MailerProg.py,69,22,24,to
tdd/transformations/MailerProg.py,70,12,16,self
tdd/transformations/MailerProg.py,70,17,19,to
tdd/transformations/MailerProg.py,70,20,26,remove
tdd/transformations/MailerProg.py,71,8,12,self
tdd/transformations/MailerProg.py,71,13,15,cc
tdd/transformations/MailerProg.py,71,18,20,re
tdd/transformations/MailerProg.py,71,21,26,split
tdd/transformations/MailerProg.py,71,35,37,cc
tdd/transformations/MailerProg.py,72,17,21,self
tdd/transformations/MailerProg.py,72,22,24,cc
tdd/transformations/MailerProg.py,73,12,16,self
tdd/transformations/MailerProg.py,73,17,19,cc
tdd/transformations/MailerProg.py,73,20,26,remove
tdd/transformations/MailerProg.py,75,8,15,__str__
tdd/transformations/MailerProg.py,75,16,20,self
tdd/transformations/MailerProg.py,82,15,19,self
tdd/transformations/MailerProg.py,82,20,25,ffrom
tdd/transformations/MailerProg.py,82,27,31,self
tdd/transformations/MailerProg.py,82,32,34,to
tdd/transformations/MailerProg.py,82,36,40,self
tdd/transformations/MailerProg.py,82,41,43,cc
tdd/transformations/MailerProg.py,82,45,49,self
tdd/transformations/MailerProg.py,82,50,54,mime
tdd/transformations/MailerProg.py,82,56,60,self
tdd/transformations/MailerProg.py,82,61,67,tstamp
tdd/transformations/MailerProg.py,82,69,73,self
tdd/transformations/MailerProg.py,82,74,78,body
tdd/transformations/MailerProg.py,87,17,25,__name__
tdd/transformations/MailerProg.py,88,10,24,find_msg_files
tdd/transformations/Msg2Xml.py,0,5,8,xml
tdd/transformations/Msg2Xml.py,0,9,14,etree
tdd/transformations/Msg2Xml.py,0,15,26,ElementTree
tdd/transformations/Msg2Xml.py,0,34,41,Element
tdd/transformations/Msg2Xml.py,0,43,53,SubElement
tdd/transformations/Msg2Xml.py,0,55,62,Comment
tdd/transformations/Msg2Xml.py,0,64,72,tostring
tdd/transformations/Msg2Xml.py,2,0,3,top
tdd/transformations/Msg2Xml.py,2,6,13,Element
tdd/transformations/Msg2Xml.py,4,0,7,comment
tdd/transformations/Msg2Xml.py,4,10,17,Comment
tdd/transformations/Msg2Xml.py,5,0,3,top
tdd/transformations/Msg2Xml.py,5,4,10,append
tdd/transformations/Msg2Xml.py,5,11,18,comment
tdd/transformations/Msg2Xml.py,7,0,5,child
tdd/transformations/Msg2Xml.py,7,8,18,SubElement
tdd/transformations/Msg2Xml.py,7,19,22,top
tdd/transformations/Msg2Xml.py,8,0,5,child
tdd/transformations/Msg2Xml.py,8,6,10,text
tdd/transformations/Msg2Xml.py,10,0,15,child_with_tail
tdd/transformations/Msg2Xml.py,10,18,28,SubElement
tdd/transformations/Msg2Xml.py,10,29,32,top
tdd/transformations/Msg2Xml.py,11,0,15,child_with_tail
tdd/transformations/Msg2Xml.py,11,16,20,text
tdd/transformations/Msg2Xml.py,12,0,15,child_with_tail
tdd/transformations/Msg2Xml.py,12,16,20,tail
tdd/transformations/Msg2Xml.py,14,0,21,child_with_entity_ref
tdd/transformations/Msg2Xml.py,14,24,34,SubElement
tdd/transformations/Msg2Xml.py,14,35,38,top
tdd/transformations/Msg2Xml.py,15,0,21,child_with_entity_ref
tdd/transformations/Msg2Xml.py,15,22,26,text
tdd/transformations/Msg2Xml.py,17,6,14,tostring
tdd/transformations/Msg2Xml.py,17,15,18,top
tdd/transformations/TestMailerProg.py,0,7,15,unittest
tdd/transformations/TestMailerProg.py,1,7,17,MailerProg
tdd/transformations/TestMailerProg.py,2,7,9,os
tdd/transformations/TestMailerProg.py,4,6,20,TestMailerProg
tdd/transformations/TestMailerProg.py,4,21,29,unittest
tdd/transformations/TestMailerProg.py,4,30,38,TestCase
tdd/transformations/TestMailerProg.py,6,8,13,setUp
tdd/transformations/TestMailerProg.py,6,14,18,self
tdd/transformations/TestMailerProg.py,7,8,13,super
tdd/transformations/TestMailerProg.py,7,14,28,TestMailerProg
tdd/transformations/TestMailerProg.py,7,30,34,self
tdd/transformations/TestMailerProg.py,7,36,41,setUp
tdd/transformations/TestMailerProg.py,9,8,16,tearDown
tdd/transformations/TestMailerProg.py,9,17,21,self
tdd/transformations/TestMailerProg.py,10,8,13,super
tdd/transformations/TestMailerProg.py,10,14,28,TestMailerProg
tdd/transformations/TestMailerProg.py,10,30,34,self
tdd/transformations/TestMailerProg.py,10,36,44,tearDown
tdd/transformations/TestMailerProg.py,12,8,27,test_find_msg_files
tdd/transformations/TestMailerProg.py,12,28,32,self
tdd/transformations/TestMailerProg.py,13,8,11,fqn
tdd/transformations/TestMailerProg.py,13,14,16,os
tdd/transformations/TestMailerProg.py,13,17,21,path
tdd/transformations/TestMailerProg.py,13,22,29,abspath
tdd/transformations/TestMailerProg.py,13,30,38,__file__
tdd/transformations/TestMailerProg.py,14,8,17,msg_files
tdd/transformations/TestMailerProg.py,14,20,30,MailerProg
tdd/transformations/TestMailerProg.py,14,31,45,find_msg_files
tdd/transformations/TestMailerProg.py,14,46,49,fqn
tdd/transformations/TestMailerProg.py,14,52,55,fqn
tdd/transformations/TestMailerProg.py,14,56,61,rfind
tdd/transformations/TestMailerProg.py,15,8,12,self
tdd/transformations/TestMailerProg.py,15,13,24,assertEqual
tdd/transformations/TestMailerProg.py,15,28,31,len
tdd/transformations/TestMailerProg.py,15,32,41,msg_files
tdd/transformations/TestMailerProg.py,16,8,12,self
tdd/transformations/TestMailerProg.py,16,13,23,assertTrue
tdd/transformations/TestMailerProg.py,16,40,49,msg_files
tdd/transformations/TestMailerProg.py,17,8,12,self
tdd/transformations/TestMailerProg.py,17,13,23,assertTrue
tdd/transformations/TestMailerProg.py,17,40,49,msg_files
tdd/transformations/TestMailerProg.py,18,8,12,self
tdd/transformations/TestMailerProg.py,18,13,23,assertTrue
tdd/transformations/TestMailerProg.py,18,40,49,msg_files
tdd/transformations/TestMailerProg.py,19,8,12,self
tdd/transformations/TestMailerProg.py,19,13,23,assertTrue
tdd/transformations/TestMailerProg.py,19,40,49,msg_files
tdd/transformations/TestMailerProg.py,20,8,12,self
tdd/transformations/TestMailerProg.py,20,13,23,assertTrue
tdd/transformations/TestMailerProg.py,20,40,49,msg_files
tdd/transformations/TestMailerProg.py,22,8,27,test_parse_msg_file
tdd/transformations/TestMailerProg.py,22,28,32,self
tdd/transformations/TestMailerProg.py,23,8,11,fqn
tdd/transformations/TestMailerProg.py,23,14,16,os
tdd/transformations/TestMailerProg.py,23,17,21,path
tdd/transformations/TestMailerProg.py,23,22,29,abspath
tdd/transformations/TestMailerProg.py,23,30,38,__file__
tdd/transformations/TestMailerProg.py,24,8,16,curr_dir
tdd/transformations/TestMailerProg.py,24,19,22,fqn
tdd/transformations/TestMailerProg.py,24,25,28,fqn
tdd/transformations/TestMailerProg.py,24,29,34,rfind
tdd/transformations/TestMailerProg.py,25,8,11,msg
tdd/transformations/TestMailerProg.py,25,14,24,MailerProg
tdd/transformations/TestMailerProg.py,25,25,39,parse_msg_file
tdd/transformations/TestMailerProg.py,25,40,42,os
tdd/transformations/TestMailerProg.py,25,43,47,path
tdd/transformations/TestMailerProg.py,25,48,52,join
tdd/transformations/TestMailerProg.py,25,53,61,curr_dir
tdd/transformations/TestMailerProg.py,26,8,12,self
tdd/transformations/TestMailerProg.py,26,13,24,assertEqual
tdd/transformations/TestMailerProg.py,26,25,28,msg
tdd/transformations/TestMailerProg.py,26,29,31,to
tdd/transformations/TestMailerProg.py,29,3,11,__name__
tdd/transformations/TestMailerProg.py,30,4,12,unittest
tdd/transformations/TestMailerProg.py,30,13,17,main
tdd/transformations/VerifyServers.py,0,7,14,urllib2
tdd/transformations/VerifyServers.py,2,0,7,servers
tdd/transformations/VerifyServers.py,4,4,10,server
tdd/transformations/VerifyServers.py,4,14,21,servers
tdd/transformations/VerifyServers.py,6,8,14,urllib
tdd/transformations/VerifyServers.py,6,15,22,urlopen
tdd/transformations/VerifyServers.py,6,23,29,server
tdd/transformations/VerifyServers.py,7,11,18,urllib2
tdd/transformations/VerifyServers.py,7,19,28,HTTPError
tdd/transformations/VerifyServers.py,7,30,31,e
tdd/transformations/VerifyServers.py,8,8,17,send_mail
tdd/transformations/VerifyServers.py,8,18,19,e
tdd/transformations/VerifyServers.py,9,11,18,urllib2
tdd/transformations/VerifyServers.py,9,19,27,URLError
tdd/transformations/VerifyServers.py,9,29,30,e
tdd/transformations/VerifyServers.py,10,8,17,send_mail
tdd/transformations/VerifyServers.py,10,18,19,e
tdd/transformations/VerifyServers.py,12,4,13,send_mail
tdd/transformations/VerifyServers.py,12,14,15,e
